crop,soil_moisture,temperature,humidity,nitrogen,phosphorus,potassium,ph,action
Maize,54.69,25.75,68.6,95.72,50.82,96.3,6.43,Optimal
Sugarcane,60.99,44.0,94.1,107.74,46.27,110.09,6.49,Apply Pesticide
Tomato,60.7,23.95,65.6,81.54,53.31,90.83,6.46,Optimal
Wheat,42.94,21.39,62.85,65.02,43.19,72.18,6.57,Optimal
Rice,69.69,25.04,75.39,77.14,48.4,77.84,6.24,Optimal
Potato,55.37,18.97,71.81,28.3,56.92,112.95,5.68,Fertilize
Rice,73.45,37.6,94.8,77.82,46.08,83.29,6.37,Apply Pesticide
Cotton,40.28,47.5,91.2,55.62,37.73,75.49,6.68,Apply Pesticide
Wheat,45.97,19.16,63.59,72.6,41.55,75.56,6.91,Optimal
Cotton,13.8,33.7,43.7,59.99,34.99,73.08,7.04,Irrigate
Sugarcane,86.9,32.03,103.0,120.48,48.07,121.93,6.69,Harvest
Soybean,48.98,24.54,66.83,39.26,45.35,75.07,6.52,Optimal
Rice,57.6,30.02,78.98,73.63,39.42,77.5,6.34,Monitor
Cotton,40.88,31.02,51.58,22.3,33.98,71.19,6.94,Fertilize
Cotton,39.35,31.69,51.7,58.74,32.69,75.14,7.04,Optimal
Potato,64.26,18.42,74.31,85.75,51.9,109.88,5.54,Optimal
Cotton,42.82,50.7,79.1,64.39,37.03,74.5,6.95,Apply Pesticide
Sugarcane,70.14,31.45,74.07,99.44,43.12,108.55,6.77,Optimal
Maize,81.1,27.43,91.7,107.19,54.33,105.54,6.17,Harvest
Potato,55.47,21.17,70.52,77.54,57.69,117.65,5.8,Optimal
Soybean,35.1,24.23,61.43,33.93,43.19,67.86,6.48,Monitor
Wheat,9.2,20.79,42.8,73.26,38.75,74.76,6.66,Irrigate
Soybean,49.58,39.4,90.3,37.37,44.38,81.18,6.41,Apply Pesticide
Wheat,37.1,19.92,54.72,59.59,36.56,67.96,6.66,Monitor
Wheat,8.1,21.45,38.5,74.68,42.46,73.83,6.99,Irrigate
Soybean,13.4,27.04,34.3,40.17,45.46,75.14,6.33,Irrigate
Maize,16.8,29.73,30.8,90.39,51.87,83.19,6.29,Irrigate
Potato,64.74,37.6,96.9,81.79,55.05,106.39,5.68,Apply Pesticide
Cotton,37.94,31.54,54.88,24.4,33.03,69.46,6.98,Fertilize
Tomato,86.9,25.91,87.9,91.41,60.37,104.39,6.56,Harvest
Rice,57.1,29.44,83.05,75.95,43.48,67.78,5.89,Monitor
Potato,63.13,18.42,71.6,17.0,51.98,119.38,5.69,Fertilize
Sugarcane,64.82,44.2,92.5,110.73,46.54,106.77,6.85,Apply Pesticide
Maize,55.73,45.1,82.8,92.52,53.45,96.83,6.3,Apply Pesticide
Cotton,42.96,29.19,52.14,13.7,35.68,68.09,7.02,Fertilize
Sugarcane,69.62,33.46,75.92,100.14,43.9,102.68,6.64,Optimal
Rice,101.5,27.39,98.1,88.89,53.93,92.59,6.35,Harvest
Maize,76.2,27.78,88.7,106.21,51.93,93.97,6.5,Harvest
Cotton,41.54,42.4,95.5,57.04,32.66,68.2,7.01,Apply Pesticide
Sugarcane,67.46,32.23,69.16,107.61,46.58,113.16,6.8,Optimal
Potato,62.15,20.92,72.98,77.75,58.3,122.17,5.9,Optimal
Tomato,62.65,26.11,70.34,82.88,47.13,90.17,6.47,Optimal
Tomato,64.37,23.83,66.44,81.13,47.89,98.12,6.33,Optimal
Sugarcane,64.06,31.31,75.03,53.5,42.29,102.12,6.57,Fertilize
Sugarcane,60.43,32.41,70.91,23.9,46.72,99.35,6.77,Fertilize
Rice,71.83,26.6,77.19,36.4,43.14,75.8,6.26,Fertilize
Potato,85.2,19.69,90.9,87.15,64.81,120.23,5.86,Harvest
Tomato,45.7,25.87,62.76,78.7,44.65,85.32,6.45,Monitor
Soybean,52.13,26.24,62.39,40.47,42.31,73.77,6.56,Optimal
Soybean,49.08,41.5,90.3,39.96,47.26,81.93,6.29,Apply Pesticide
Tomato,43.8,24.77,62.58,78.06,48.36,84.69,6.67,Monitor
Maize,57.05,29.04,60.66,25.4,48.65,90.94,6.24,Fertilize
Tomato,62.22,25.15,71.92,35.1,52.24,97.28,6.7,Fertilize
Sugarcane,31.5,35.59,38.1,107.57,47.37,96.79,6.62,Irrigate
Maize,55.84,27.27,68.09,98.77,48.94,91.5,6.52,Optimal
Cotton,40.14,32.44,50.8,60.44,5.7,72.88,6.88,Fertilize
Soybean,52.39,42.2,84.1,40.24,42.07,86.37,6.58,Apply Pesticide
Sugarcane,61.84,45.2,92.0,111.68,46.99,106.53,6.65,Apply Pesticide
Rice,71.31,41.3,94.7,75.7,43.1,80.03,6.14,Apply Pesticide
Potato,48.4,20.35,63.85,66.06,52.47,101.43,5.57,Monitor
Sugarcane,52.2,33.85,76.24,85.16,43.19,91.79,6.58,Monitor
Rice,94.4,26.72,105.3,88.77,50.86,90.94,6.07,Harvest
Wheat,21.0,21.98,44.1,66.07,40.21,70.76,6.98,Irrigate
Wheat,47.46,32.0,94.6,71.35,39.51,71.38,6.7,Apply Pesticide
Wheat,44.41,19.82,63.94,65.56,6.9,70.42,6.86,Fertilize
Sugarcane,61.38,32.47,80.04,105.61,46.89,99.0,6.82,Optimal
Tomato,52.0,24.97,64.56,70.94,47.01,88.86,6.53,Monitor
Potato,93.6,19.94,93.0,85.9,61.84,127.57,5.81,Harvest
Tomato,27.4,26.93,25.9,82.57,49.16,93.69,6.61,Irrigate
Potato,63.33,19.46,69.73,74.98,55.09,116.95,5.7,Optimal
Rice,72.43,26.73,78.77,75.35,12.6,75.22,6.24,Fertilize
Cotton,39.09,50.3,90.5,56.61,37.59,71.47,6.95,Apply Pesticide
Rice,69.86,25.31,80.61,79.42,47.48,74.86,6.24,Optimal
Maize,25.6,30.94,25.8,94.31,52.92,90.75,6.27,Irrigate
Rice,74.24,27.31,80.22,79.11,43.68,79.16,6.39,Optimal
Soybean,40.2,24.38,59.97,33.0,40.49,71.5,6.82,Monitor
Sugarcane,60.9,49.2,94.2,109.75,45.47,102.48,6.63,Apply Pesticide
Soybean,48.51,23.18,66.26,36.88,8.0,77.01,6.63,Fertilize
Maize,88.5,26.45,82.1,114.49,54.71,94.0,6.28,Harvest
Maize,54.85,40.7,86.6,100.73,46.56,84.64,6.6,Apply Pesticide
Soybean,50.87,43.2,85.2,38.37,43.17,86.05,6.42,Apply Pesticide
Cotton,12.1,33.23,31.7,58.5,34.84,72.74,6.88,Irrigate
Wheat,64.0,19.85,80.0,75.94,41.53,72.8,7.0,Harvest
Sugarcane,62.41,31.98,75.5,108.01,47.96,103.67,6.83,Optimal
Maize,18.5,30.8,29.0,93.77,52.09,94.23,6.19,Irrigate
Maize,42.9,26.57,63.33,87.89,46.84,76.85,6.39,Monitor
Sugarcane,62.12,32.14,72.4,100.83,42.86,99.72,6.81,Optimal
Rice,74.56,27.74,80.77,75.02,44.62,79.49,6.43,Optimal
Tomato,60.71,26.03,64.73,85.61,46.4,96.82,6.7,Optimal
Potato,91.4,20.77,87.4,95.31,63.6,124.25,5.97,Harvest
Sugarcane,62.82,33.64,73.5,104.9,13.6,111.19,6.52,Fertilize
Maize,55.36,25.68,60.08,24.2,52.42,83.39,6.5,Fertilize
Wheat,46.84,19.43,59.9,36.2,42.85,67.84,6.92,Fertilize
Potato,82.5,19.67,89.6,85.47,66.15,134.67,5.52,Harvest
Soybean,73.9,22.57,83.5,46.4,49.93,86.08,6.35,Harvest
Tomato,56.84,25.03,69.1,10.4,51.4,100.82,6.72,Fertilize
Wheat,30.6,19.72,55.77,61.54,36.48,60.51,7.06,Monitor
Potato,17.0,20.53,30.9,80.8,56.25,108.09,5.59,Irrigate
Wheat,13.2,22.66,24.6,66.8,38.65,75.32,7.01,Irrigate
Tomato,41.0,25.07,25.8,91.69,51.24,92.07,6.37,Irrigate
Sugarcane,9.4,35.38,40.7,110.61,44.76,109.98,6.79,Irrigate
Cotton,12.8,34.87,40.3,61.58,35.03,64.6,6.78,Irrigate
Rice,71.13,27.89,82.41,78.39,42.6,79.11,6.07,Optimal
Potato,63.61,19.85,72.55,76.82,10.5,112.52,5.68,Fertilize
Tomato,61.92,25.67,74.42,90.61,21.5,87.66,6.3,Fertilize
Tomato,60.73,23.15,70.35,27.7,50.47,90.81,6.44,Fertilize
Potato,12.2,20.4,42.7,79.69,58.75,110.24,5.71,Irrigate
Rice,62.6,27.88,83.6,65.42,41.04,71.83,6.52,Monitor
Cotton,40.67,29.61,59.05,60.59,34.83,68.86,6.74,Optimal
Maize,50.65,41.9,85.2,102.06,51.29,90.63,6.21,Apply Pesticide
Rice,26.4,26.16,39.8,74.48,44.81,80.78,6.31,Irrigate
Sugarcane,50.0,34.5,70.79,90.87,38.11,98.83,6.75,Monitor
Maize,88.7,25.9,81.2,114.53,58.73,100.88,6.44,Harvest
Tomato,63.59,25.19,72.03,32.1,46.46,92.27,6.68,Fertilize
Potato,23.9,19.62,22.1,80.18,53.4,109.23,5.58,Irrigate
Wheat,44.59,35.4,81.2,65.29,41.33,69.54,6.78,Apply Pesticide
Soybean,22.1,25.6,27.1,39.77,46.86,75.75,6.66,Irrigate
Wheat,11.0,22.11,44.3,68.31,38.66,71.14,6.9,Irrigate
Potato,78.0,19.26,87.9,95.15,58.62,125.95,5.53,Harvest
Wheat,48.37,21.0,55.94,72.39,40.23,64.58,6.62,Optimal
Maize,50.68,41.2,80.3,92.86,49.52,89.71,6.22,Apply Pesticide
Sugarcane,64.56,32.04,78.88,37.9,42.2,112.79,6.63,Fertilize
Maize,86.8,28.77,92.2,115.12,57.16,95.49,6.48,Harvest
Soybean,25.1,26.98,21.4,42.43,44.9,76.46,6.75,Irrigate
Potato,59.3,18.76,68.14,78.46,54.48,122.85,5.94,Optimal
Rice,70.21,27.77,77.59,83.51,46.97,80.27,6.49,Optimal
Maize,86.3,26.97,87.8,104.8,52.05,102.51,6.58,Harvest
Sugarcane,59.96,30.19,74.49,100.91,46.71,110.28,6.86,Optimal
Tomato,63.06,34.6,91.1,80.36,51.64,92.33,6.36,Apply Pesticide
Tomato,60.33,36.3,91.3,85.63,48.1,97.83,6.32,Apply Pesticide
Cotton,36.95,46.3,77.0,64.79,37.37,66.05,7.13,Apply Pesticide
Tomato,90.7,26.08,95.1,101.43,52.74,102.03,6.55,Harvest
Cotton,36.88,32.76,51.75,61.9,34.75,70.58,6.81,Optimal
Maize,54.24,28.53,68.42,88.35,51.44,86.96,6.18,Optimal
Soybean,34.5,27.27,65.5,33.22,41.08,74.63,6.72,Monitor
Potato,85.2,17.95,92.3,88.24,60.95,117.17,5.55,Harvest
Wheat,14.4,21.16,39.3,71.95,38.68,70.32,6.93,Irrigate
Soybean,48.78,24.27,64.4,41.06,41.44,80.44,6.25,Optimal
Sugarcane,63.09,30.92,77.81,101.41,45.78,111.83,6.7,Optimal
Wheat,37.1,20.3,58.33,63.52,36.12,61.2,6.6,Monitor
Potato,28.4,19.68,21.8,75.71,56.07,115.4,5.77,Irrigate
Soybean,83.9,24.34,89.3,45.86,53.67,81.39,6.61,Harvest
Maize,42.3,26.23,64.5,79.52,45.38,81.27,6.45,Monitor
Sugarcane,45.1,33.86,28.5,110.65,43.42,101.49,6.5,Irrigate
Wheat,9.4,19.34,23.8,69.14,41.94,67.56,6.82,Irrigate
Soybean,46.28,43.2,82.4,41.6,42.87,84.21,6.71,Apply Pesticide
Soybean,50.96,36.1,96.3,38.24,44.01,83.5,6.58,Apply Pesticide
Wheat,77.9,18.1,82.2,84.68,48.29,79.76,6.63,Harvest
Wheat,41.94,37.6,92.8,72.98,38.78,73.62,6.58,Apply Pesticide
Tomato,61.51,25.41,72.71,85.44,15.3,91.11,6.45,Fertilize
Tomato,44.6,26.43,67.12,71.89,46.67,81.25,6.39,Monitor
Potato,60.28,34.3,87.5,80.21,57.08,116.78,5.77,Apply Pesticide
Potato,58.28,19.63,70.62,27.0,53.03,117.01,5.68,Fertilize
Rice,99.5,24.93,101.4,96.29,50.2,88.52,6.39,Harvest
Sugarcane,68.89,29.39,73.87,108.98,48.15,102.46,6.93,Optimal
Rice,72.61,24.84,81.23,85.32,8.5,75.97,6.33,Fertilize
Sugarcane,52.0,31.1,75.34,96.68,38.82,93.02,6.8,Monitor
Maize,58.2,27.36,66.32,40.0,47.52,84.42,6.15,Fertilize
Potato,61.72,18.46,70.47,36.0,59.37,107.74,5.53,Fertilize
Rice,64.99,28.16,78.93,84.12,47.52,76.31,6.33,Optimal
Rice,64.51,36.2,94.0,75.01,43.12,76.43,6.49,Apply Pesticide
Wheat,44.36,18.75,58.98,72.62,42.7,67.22,6.67,Optimal
Soybean,84.8,23.46,85.5,43.6,50.11,83.57,6.27,Harvest
Sugarcane,66.02,42.7,91.1,108.54,44.29,102.07,6.54,Apply Pesticide
Cotton,62.0,31.05,72.4,69.59,40.49,73.28,7.04,Harvest
Cotton,41.19,31.47,54.75,63.66,8.7,67.04,6.69,Fertilize
Tomato,43.8,24.83,69.94,75.31,42.8,92.52,6.87,Monitor
Maize,53.13,47.5,85.1,102.03,48.15,89.17,6.19,Apply Pesticide
Cotton,37.23,42.5,82.0,55.22,32.46,66.25,7.13,Apply Pesticide
Wheat,29.5,20.37,60.08,63.49,37.21,62.43,6.88,Monitor
Maize,78.4,27.68,83.0,110.94,55.13,93.45,6.36,Harvest
Soybean,34.8,27.19,65.81,37.91,38.37,78.83,6.69,Monitor
Rice,66.4,45.2,96.3,79.76,46.3,85.09,6.07,Apply Pesticide
Maize,58.05,47.2,83.0,94.88,53.26,93.74,6.14,Apply Pesticide
Potato,64.54,21.38,73.0,78.79,57.3,120.15,5.6,Optimal
Potato,58.13,30.1,96.9,83.13,55.27,113.04,5.64,Apply Pesticide
Cotton,42.64,33.47,57.45,25.7,33.14,72.59,7.04,Fertilize
Soybean,41.4,25.85,66.23,37.49,41.77,69.05,6.26,Monitor
Rice,74.8,26.69,85.97,85.93,47.54,77.37,6.19,Optimal
Wheat,42.56,21.27,60.92,73.64,40.29,66.86,6.66,Optimal
Soybean,33.1,24.72,59.29,33.91,39.24,73.08,6.59,Monitor
Rice,70.82,27.57,79.34,77.35,43.77,82.21,6.38,Optimal
Potato,57.91,19.52,69.43,74.14,59.06,107.7,5.97,Optimal
Potato,62.19,19.49,71.43,76.76,24.4,118.62,5.52,Fertilize
Wheat,35.0,19.55,62.23,61.89,34.71,68.88,6.85,Monitor
Maize,52.14,29.18,61.06,89.97,49.82,96.41,6.31,Optimal
Rice,71.14,28.7,79.28,81.37,45.95,81.17,6.35,Optimal
Wheat,37.5,19.42,59.88,58.56,34.54,67.28,6.65,Monitor
Cotton,37.5,29.26,55.78,62.9,34.74,70.27,6.77,Optimal
Potato,8.4,19.76,26.1,73.81,52.51,115.43,5.58,Irrigate
Sugarcane,63.14,31.61,78.21,103.75,41.92,113.21,6.86,Optimal
Tomato,63.56,23.22,64.92,80.85,4.8,95.33,6.7,Fertilize
Wheat,68.2,18.95,83.0,80.38,46.4,77.75,6.91,Harvest
Cotton,18.9,33.69,29.3,63.88,32.45,69.24,7.04,Irrigate
Wheat,41.81,30.1,92.7,67.01,39.08,66.03,6.59,Apply Pesticide
Rice,66.94,27.33,79.02,80.19,6.2,82.09,6.43,Fertilize
Wheat,11.4,22.36,27.8,65.86,42.09,64.43,6.93,Irrigate
Tomato,63.71,39.1,96.7,90.25,47.84,102.39,6.49,Apply Pesticide
Sugarcane,67.57,33.19,72.84,110.81,46.69,104.01,6.86,Optimal
Wheat,46.96,19.1,57.35,67.48,40.56,71.79,6.49,Optimal
Sugarcane,22.6,32.97,21.7,100.17,48.27,103.62,6.49,Irrigate
Rice,72.67,40.9,94.1,74.42,45.27,82.8,6.11,Apply Pesticide
Potato,57.33,21.41,69.34,12.5,57.85,115.01,5.61,Fertilize
Cotton,38.88,30.71,54.57,7.9,33.21,70.87,6.63,Fertilize
Wheat,73.9,20.71,81.5,83.51,48.18,79.35,6.54,Harvest
Maize,53.64,28.67,66.33,5.2,49.04,86.98,6.26,Fertilize
Cotton,11.7,31.66,26.0,55.48,36.07,75.44,6.79,Irrigate
Tomato,44.5,25.48,69.33,75.57,44.53,84.67,6.56,Monitor
Potato,17.8,19.59,20.1,78.12,54.0,122.63,5.58,Irrigate
Cotton,32.4,34.1,49.86,49.29,30.78,66.51,6.51,Monitor
Cotton,38.03,29.29,57.22,17.8,32.52,69.64,6.65,Fertilize
Potato,47.6,22.15,67.41,73.9,45.56,109.92,5.72,Monitor
Wheat,45.14,29.4,76.3,65.53,38.48,67.15,6.88,Apply Pesticide
Sugarcane,60.11,33.3,74.97,103.56,46.89,97.16,6.89,Optimal
Wheat,77.6,17.92,78.3,75.62,41.47,74.24,7.01,Harvest
Wheat,79.9,19.05,81.0,84.42,45.36,71.3,6.94,Harvest
Sugarcane,94.8,29.15,94.4,115.93,54.11,107.05,6.51,Harvest
Tomato,33.0,26.52,38.3,78.7,49.2,101.9,6.64,Irrigate
Soybean,19.3,25.55,42.1,39.8,44.68,74.01,6.57,Irrigate
Cotton,23.5,33.33,50.06,54.87,31.09,65.05,7.14,Monitor
Potato,62.66,19.19,65.77,82.52,58.71,122.54,5.55,Optimal
Soybean,49.75,24.74,66.36,7.0,46.42,83.35,6.67,Fertilize
Cotton,19.5,33.96,33.8,64.28,32.93,75.52,6.71,Irrigate
Sugarcane,64.07,33.9,77.69,106.4,46.39,102.65,6.71,Optimal
Maize,57.61,45.3,80.7,95.65,53.08,95.3,6.44,Apply Pesticide
Tomato,18.0,24.53,22.9,80.56,51.29,89.44,6.54,Irrigate
Tomato,51.8,24.21,64.48,77.88,47.96,86.42,6.16,Monitor
Tomato,88.7,25.98,90.7,92.45,58.2,106.0,6.75,Harvest
Soybean,50.43,23.35,60.3,40.26,11.2,76.01,6.61,Fertilize
Sugarcane,25.4,34.7,26.0,109.75,42.87,108.53,6.91,Irrigate
Sugarcane,57.1,31.59,75.95,96.08,37.58,91.62,6.81,Monitor
Rice,23.2,27.6,44.5,84.56,46.45,82.91,6.28,Irrigate
Cotton,41.56,32.37,55.23,58.32,37.09,68.91,6.83,Optimal
Wheat,45.27,21.35,60.93,75.28,37.67,70.77,6.91,Optimal
Soybean,51.92,42.4,83.0,38.68,46.84,84.21,6.55,Apply Pesticide
Rice,59.5,26.38,72.03,72.46,38.89,73.6,6.45,Monitor
Wheat,45.91,21.57,63.75,71.04,10.5,75.58,6.78,Fertilize
Tomato,60.5,26.31,69.32,78.63,48.6,94.0,6.5,Optimal
Rice,64.96,40.0,95.1,77.25,47.96,83.21,6.03,Apply Pesticide
Tomato,56.9,23.99,66.34,82.84,47.94,96.77,6.25,Optimal
Tomato,64.2,25.6,67.85,81.82,53.64,92.55,6.51,Optimal
Soybean,49.15,23.36,67.31,37.7,47.65,78.8,6.7,Optimal
Potato,62.86,19.9,66.21,85.35,58.21,110.37,5.67,Optimal
Rice,33.6,28.06,34.5,80.21,46.86,77.22,6.18,Irrigate
Cotton,43.13,45.6,71.4,58.11,32.76,68.2,6.69,Apply Pesticide
Cotton,39.98,33.34,55.96,60.44,37.55,64.59,6.63,Optimal
Maize,53.11,46.7,79.2,101.45,52.92,90.65,6.29,Apply Pesticide
Maize,53.76,42.2,94.1,99.23,49.2,92.37,6.35,Apply Pesticide
Sugarcane,40.2,31.38,33.4,96.66,47.08,99.87,6.69,Irrigate
Sugarcane,56.6,34.81,67.53,99.74,37.39,91.45,6.41,Monitor
Tomato,62.35,23.62,73.15,85.3,13.2,100.68,6.71,Fertilize
Tomato,62.13,25.23,68.59,90.63,46.27,99.06,6.62,Optimal
Maize,55.45,25.53,67.9,89.51,6.2,85.65,6.44,Fertilize
Soybean,51.29,37.7,80.1,40.62,47.62,80.33,6.37,Apply Pesticide
Tomato,60.98,26.07,66.15,86.02,24.5,98.69,6.32,Fertilize
Soybean,36.7,25.25,59.46,36.93,41.28,70.72,6.87,Monitor
Wheat,74.9,19.88,84.2,83.16,48.13,75.11,6.95,Harvest
Tomato,48.0,24.29,64.21,74.32,47.67,82.1,6.5,Monitor
Soybean,46.11,26.79,62.53,40.85,21.6,76.59,6.76,Fertilize
Potato,47.9,19.22,70.06,67.64,45.81,97.52,5.78,Monitor
Wheat,42.07,19.37,59.98,66.47,9.5,73.77,6.95,Fertilize
Wheat,17.7,22.42,41.5,75.25,40.96,71.97,6.82,Irrigate
Tomato,19.7,25.15,24.9,86.41,47.9,89.38,6.74,Irrigate
Sugarcane,35.1,32.84,38.3,99.85,44.89,102.93,6.61,Irrigate
Sugarcane,98.7,32.71,101.1,116.51,47.36,117.21,6.63,Harvest
Sugarcane,59.83,31.41,80.88,111.85,4.4,99.75,6.65,Fertilize
Tomato,25.6,25.57,27.7,80.27,51.41,92.0,6.5,Irrigate
Maize,51.61,39.8,88.0,99.03,46.99,92.04,6.41,Apply Pesticide
Tomato,56.23,26.51,68.85,88.61,13.8,101.28,6.61,Fertilize
Wheat,46.29,18.87,57.67,24.3,38.84,70.0,6.68,Fertilize
Cotton,73.1,28.66,75.7,64.32,39.48,77.37,7.13,Harvest
Sugarcane,51.4,32.44,69.51,85.02,39.56,89.15,6.38,Monitor
Sugarcane,18.2,32.0,35.0,99.36,44.61,107.33,6.95,Irrigate
Rice,68.68,28.97,77.82,46.4,47.89,77.06,6.4,Fertilize
Cotton,39.91,47.6,93.0,56.28,32.8,67.94,6.85,Apply Pesticide
Soybean,9.3,24.21,41.9,42.03,45.59,82.12,6.74,Irrigate
Cotton,42.8,31.14,53.45,13.3,37.15,68.1,6.99,Fertilize
Cotton,38.8,33.32,50.71,62.07,6.8,72.44,6.9,Fertilize
Maize,56.34,26.98,62.08,17.7,52.4,83.75,6.43,Fertilize
Cotton,11.0,32.28,25.2,61.56,36.58,74.04,6.8,Irrigate
Cotton,39.01,47.1,73.4,55.4,34.03,73.63,6.63,Apply Pesticide
Wheat,64.8,19.28,80.4,81.79,47.04,81.21,6.84,Harvest
Tomato,27.7,24.76,38.2,85.64,46.63,90.79,6.46,Irrigate
Potato,57.23,37.9,97.0,73.62,53.14,123.85,5.93,Apply Pesticide
Wheat,28.6,19.33,54.97,66.43,35.1,62.26,6.39,Monitor
Maize,50.71,25.33,66.16,102.2,52.85,86.43,6.24,Optimal
Maize,52.98,47.3,89.8,91.1,53.2,91.16,6.4,Apply Pesticide
Wheat,43.76,19.68,61.98,70.74,42.72,64.68,6.86,Optimal
Wheat,35.6,21.77,60.47,65.7,37.43,68.89,6.5,Monitor
Wheat,42.72,34.2,85.4,66.78,41.11,65.72,6.51,Apply Pesticide
Sugarcane,87.4,29.76,101.2,126.75,47.85,123.51,6.82,Harvest
Potato,52.3,22.06,68.96,72.34,47.97,101.68,5.57,Monitor
Sugarcane,90.1,32.92,98.1,128.22,53.75,121.44,6.63,Harvest
Cotton,11.3,35.28,27.8,64.78,36.5,72.1,6.63,Irrigate
Soybean,47.61,42.9,85.9,37.81,42.17,80.14,6.43,Apply Pesticide
Rice,67.69,28.18,80.23,78.06,44.08,73.62,6.15,Optimal
Soybean,40.8,26.24,64.02,36.9,37.83,76.45,6.81,Monitor
Rice,70.14,26.56,79.96,33.7,41.49,84.76,6.22,Fertilize
Cotton,39.67,30.38,55.92,13.8,33.51,74.6,6.92,Fertilize
Cotton,29.8,34.64,54.77,50.33,33.74,67.08,7.07,Monitor
Rice,49.7,28.33,29.5,75.69,47.06,83.0,6.19,Irrigate
Cotton,38.01,32.47,51.16,9.6,35.8,74.57,7.05,Fertilize
Soybean,74.1,23.8,83.6,46.71,53.14,89.88,6.49,Harvest
Maize,45.7,26.53,61.87,78.67,43.01,82.84,6.26,Monitor
Cotton,40.23,46.5,77.1,64.52,36.78,70.28,6.91,Apply Pesticide
Sugarcane,86.9,30.83,95.7,123.94,51.75,116.95,6.99,Harvest
Soybean,79.4,22.47,90.9,45.43,50.16,92.34,6.48,Harvest
Maize,12.3,28.39,29.4,98.59,51.65,95.89,6.47,Irrigate
Potato,58.07,36.9,84.1,77.5,58.97,117.04,5.86,Apply Pesticide
Cotton,37.59,32.09,59.21,57.26,35.67,70.71,6.84,Optimal
Cotton,26.0,30.39,50.7,55.15,33.75,66.19,7.21,Monitor
Sugarcane,63.6,47.6,95.0,96.91,42.35,101.67,6.92,Apply Pesticide
Wheat,48.3,18.52,64.1,66.43,15.8,65.03,6.99,Fertilize
Sugarcane,30.2,32.97,33.8,96.91,46.71,104.94,6.63,Irrigate
Wheat,47.59,33.1,88.1,71.59,41.6,70.23,6.76,Apply Pesticide
Sugarcane,62.25,31.7,79.36,105.63,44.23,102.8,6.69,Optimal
Soybean,30.2,26.0,27.5,38.35,43.25,73.69,6.36,Irrigate
Tomato,63.55,26.68,74.58,85.9,52.97,99.46,6.56,Optimal
Soybean,37.1,26.92,67.6,34.91,38.43,70.33,6.31,Monitor
Soybean,48.17,39.9,92.7,37.49,41.79,84.91,6.31,Apply Pesticide
Wheat,47.61,21.18,59.72,75.3,37.28,64.44,6.69,Optimal
Tomato,57.71,26.0,73.97,81.41,49.6,92.03,6.33,Optimal
Wheat,33.2,21.23,59.6,65.52,35.77,59.33,6.85,Monitor
Maize,20.9,28.44,23.6,89.79,52.38,94.74,6.43,Irrigate
Maize,8.7,30.15,25.3,97.38,46.91,84.45,6.16,Irrigate
Cotton,60.4,30.91,76.8,66.39,36.24,72.67,7.16,Harvest
Soybean,50.49,23.02,69.28,39.0,18.1,80.44,6.58,Fertilize
Maize,29.6,28.75,43.7,90.48,53.31,93.68,6.33,Irrigate
Sugarcane,63.25,48.8,91.7,110.99,43.19,110.35,6.73,Apply Pesticide
Maize,45.1,27.86,59.86,81.01,46.12,82.72,6.59,Monitor
Sugarcane,53.4,29.99,71.01,99.49,43.11,91.21,7.03,Monitor
Potato,78.1,19.06,96.7,93.23,64.58,119.11,5.57,Harvest
Cotton,39.38,33.51,50.81,61.2,11.0,69.07,6.98,Fertilize
Cotton,40.84,30.06,55.84,16.4,34.35,74.34,7.08,Fertilize
Potato,85.3,20.47,85.8,88.01,63.6,132.96,5.97,Harvest
Sugarcane,57.0,33.88,78.55,99.69,41.98,100.88,6.77,Monitor
Rice,74.22,29.14,78.31,79.34,46.6,84.94,6.3,Optimal
Sugarcane,67.89,31.91,79.21,11.3,45.79,98.54,6.74,Fertilize
Potato,13.2,19.39,35.4,86.23,56.56,122.03,5.58,Irrigate
Cotton,41.33,51.3,82.4,64.57,35.22,71.62,6.67,Apply Pesticide
Wheat,68.4,18.29,87.3,86.76,42.9,79.09,6.93,Harvest
Tomato,43.7,25.45,73.02,72.67,43.66,82.48,6.54,Monitor
Cotton,38.38,48.2,90.8,60.59,36.56,73.97,6.72,Apply Pesticide
Soybean,41.1,27.39,58.63,35.62,39.52,74.24,6.54,Monitor
Sugarcane,27.9,33.26,31.7,104.67,46.67,113.27,6.5,Irrigate
Potato,63.03,32.3,95.1,77.68,53.78,111.31,5.72,Apply Pesticide
Maize,56.15,29.14,60.58,95.88,46.92,83.19,6.49,Optimal
Wheat,42.45,20.15,55.79,74.27,5.0,71.95,6.69,Fertilize
Tomato,57.32,26.03,72.28,85.37,48.55,91.21,6.61,Optimal
Sugarcane,61.99,30.06,73.64,108.05,9.4,102.08,6.71,Fertilize
Tomato,37.1,28.32,29.4,81.09,47.31,91.37,6.44,Irrigate
Sugarcane,60.49,30.55,76.55,64.1,45.51,110.39,6.98,Fertilize
Soybean,72.4,24.16,89.3,49.59,46.72,92.18,6.31,Harvest
Tomato,83.3,24.28,94.9,94.51,53.18,105.35,6.49,Harvest
Maize,73.7,26.32,80.2,104.44,55.0,92.85,6.2,Harvest
Tomato,48.7,26.64,70.08,75.18,48.01,82.69,6.26,Monitor
Cotton,63.7,28.5,74.7,65.48,41.91,77.36,7.16,Harvest
